City,State,Lat,Lng,Pop,
Henderson,Nevada,36.0133,-115.0381,311250
St. Paul,Minnesota,44.9478,-93.1039,309751
Lakeland,Florida,28.0557,-81.9545,308994
Newark,New Jersey,40.7245,-74.1725,306247
Fort Collins,Colorado,40.5477,-105.0656,301596
Reading,Pennsylvania,40.34,-75.9267,299068
Springfield,Missouri,37.1943,-93.2916,298722
Irvine,California,33.6772,-117.7738,297868
Anchorage,Alaska,61.1508,-149.1091,292545
The Woodlands,Texas,30.1738,-95.5134,292380
South Bend,Indiana,41.6767,-86.2696,290915
Rockford,Illinois,42.2596,-89.064,289763
Savannah,Georgia,32.0286,-81.1821,289607
Lincoln,Nebraska,40.8099,-96.6784,289136
Jersey City,New Jersey,40.7184,-74.0686,287146
Round Lake Beach,Illinois,42.3791,-88.0811,287012
Flint,Michigan,43.0236,-83.6921,286324
Shreveport,Louisiana,32.4653,-93.7955,286200
Plano,Texas,33.0502,-96.7486,282181
Myrtle Beach,South Carolina,33.7094,-78.8844,281180
Davenport,Iowa,41.5565,-90.6053,280282
Canton,Ohio,40.8078,-81.3676,277741
Santa Clarita,California,34.4175,-118.4964,275230
Chula Vista,California,32.6281,-117.0144,274818
Eugene,Oregon,44.0564,-123.1174,273904
Chandler,Arizona,33.2825,-111.8514,272439
Salem,Oregon,44.9233,-123.0244,268634
Concord,North Carolina,35.3933,-80.6369,264492
Gilbert,Arizona,33.31,-111.7463,262249
Columbus,Georgia,32.51,-84.8771,262061
Aguadilla,Puerto Rico,18.4382,-67.1537,260331
Lubbock,Texas,33.5657,-101.8879,259946
North Las Vegas,Nevada,36.2883,-115.0888,259638
St. Petersburg,Florida,27.7931,-82.6652,258245
Tallahassee,Florida,30.4551,-84.2527,257648
Laredo,Texas,27.5625,-99.4874,256748
Peoria,Illinois,40.752,-89.6154,255718
Avondale,Arizona,33.3873,-112.3235,254537
Lafayette,Louisiana,30.2082,-92.0325,254286
Irving,Texas,32.8583,-96.9702,254184
Montgomery,Alabama,32.3482,-86.2668,253711
Visalia,California,36.3276,-119.3269,249804
McKinney,Texas,33.2016,-96.667,248840
Wilmington,North Carolina,34.2099,-77.8866,247372
Chesapeake,Virginia,36.6778,-76.3023,247172
Glendale,Arizona,33.5791,-112.2311,245685
Garland,Texas,32.91,-96.6304,245075
Kennewick,Washington,46.1978,-119.1732,241230
Winter Haven,Florida,28.0118,-81.7014,240768
Scottsdale,Arizona,33.6872,-111.8651,238685
Norfolk,Virginia,36.8945,-76.259,238556
Killeen,Texas,31.0753,-97.7297,238288
York,Pennsylvania,39.9651,-76.7315,236818
Atlantic City,New Jersey,39.3797,-74.4527,236314
Nashua,New Hampshire,42.7491,-71.491,235982
Arlington,Virginia,38.8786,-77.1011,235764
Brownsville,Texas,25.9975,-97.458,235735
Fremont,California,37.5265,-121.9843,231502
Gulfport,Mississippi,30.4274,-89.0704,231423
Evansville,Indiana,37.9881,-87.5341,226788
Hialeah,Florida,25.8696,-80.3045,224362
Navarre,Florida,30.4174,-86.8907,223951
Bel Air South,Maryland,39.5022,-76.3113,222834
North Port,Florida,27.0576,-82.1977,221616
San Bernardino,California,34.1416,-117.2943,220821
Portland,Maine,43.6773,-70.2715,220807
Enterprise,Nevada,36.0091,-115.2278,219566
Bremerton,Washington,47.5436,-122.7121,219538
Green Bay,Wisconsin,44.5148,-87.9895,219472
Appleton,Wisconsin,44.278,-88.3892,218448
Spring Valley,Nevada,36.0952,-115.2636,217441
Tacoma,Washington,47.2431,-122.4531,217332
Spartanburg,South Carolina,34.9442,-81.9251,216021
Roanoke,Virginia,37.2785,-79.9581,215781
Gainesville,Florida,29.6804,-82.3459,213287
Deltona,Florida,28.905,-81.2137,212616
Kalamazoo,Michigan,42.2749,-85.5882,212033
Thousand Oaks,California,34.1914,-118.8756,211045
Hickory,North Carolina,35.741,-81.3223,211042
Yonkers,New York,40.9466,-73.8673,209730
Moreno Valley,California,33.9244,-117.2045,208371
Fontana,California,34.0968,-117.4599,208087
College Station,Texas,30.5852,-96.2959,207514
Fargo,North Dakota,46.8651,-96.8292,207310
Amarillo,Texas,35.1984,-101.8316,204357
Norwich,Connecticut,41.5495,-72.0882,201726
Olympia,Washington,47.0417,-122.8959,200836
Waterbury,Connecticut,41.5582,-73.0361,199552
Salinas,California,36.6883,-121.6317,199290
Huntington,West Virginia,38.4109,-82.4345,199133
Huntington Beach,California,33.696,-118.0018,198735
Clarksville,Tennessee,36.5692,-87.3413,198689
Santa Barbara,California,34.4285,-119.7202,198240
Glendale,California,34.1819,-118.2468,196512
Sunrise Manor,Nevada,36.1783,-115.0487,196411
Grand Prairie,Texas,32.6871,-97.0208,195992
Overland Park,Kansas,38.887,-94.687,195249
Hagerstown,Maryland,39.6401,-77.7217,194602
Nampa,Idaho,43.5844,-116.5638,194547
Gastonia,North Carolina,35.2494,-81.1854,194190
Frisco,Texas,33.156,-96.8216,193140
Cedar Rapids,Iowa,41.9662,-91.6783,192714
Hemet,California,33.7341,-116.9969,191170
Paradise,Nevada,36.0872,-115.1355,189852
Sioux Falls,South Dakota,43.5396,-96.7311,189258
Vancouver,Washington,45.6366,-122.5967,188331
Peoria,Arizona,33.7843,-112.2989,187733
Waco,Texas,31.5599,-97.1882,187172
Lorain,Ohio,41.4409,-82.184,186500
Erie,Pennsylvania,42.1167,-80.0733,186489
Newport News,Virginia,37.1051,-76.5185,185069
Aurora,Illinois,41.7638,-88.2902,183447
Fort Lauderdale,Florida,26.1412,-80.1464,182247
Vallejo,California,38.1125,-122.2342,181882
Murfreesboro,Tennessee,35.849,-86.4121,181450
Spring Hill,Florida,28.4798,-82.53,179668
Tempe,Arizona,33.3881,-111.9319,178862
High Point,North Carolina,35.991,-79.9937,178800
Medford,Oregon,42.3372,-122.854,178457
Danbury,Connecticut,41.4015,-73.4709,177722
Elk Grove,California,38.4161,-121.3842,175510
Ontario,California,34.0393,-117.6064,175223
Frederick,Maryland,39.4337,-77.4141,175032
Vero Beach South,Florida,27.6132,-80.4163,174748
Ocala,Florida,29.178,-82.1511,174618
Oceanside,California,33.2247,-117.3083,174461
Rancho Cucamonga,California,34.1247,-117.5667,173946
Garden Grove,California,33.7787,-117.9601,172708
Cary,North Carolina,35.7819,-78.8195,171603
Pembroke Pines,Florida,26.0128,-80.3382,170346
Bayamon,Puerto Rico,18.3794,-66.1635,170028
Palmdale,California,34.5944,-118.1057,167987
Manchester,New Hampshire,42.9848,-71.4447,167568
Lafayette,Indiana,40.3991,-86.8593,166793
Santa Cruz,California,36.9789,-122.0346,165933
Marysville,Washington,48.0809,-122.1561,164655
Muskegon,Michigan,43.2281,-86.2562,164136
Springfield,Illinois,39.7709,-89.654,162588
Hayward,California,37.6328,-122.0766,162254
New Bedford,Massachusetts,41.6697,-70.9428,158353
Alexandria,Virginia,38.8185,-77.0861,158185
Paterson,New Jersey,40.9147,-74.1624,157927
Corona,California,33.8616,-117.5649,157844
Merced,California,37.3057,-120.4779,157617
Warner Robins,Georgia,32.5961,-83.6527,157416
Port Arthur,Texas,29.8554,-93.9264,156988
Macon,Georgia,32.8065,-83.6974,156711
Kansas City,Kansas,39.1235,-94.7443,155745
Lakewood,Colorado,39.6977,-105.1172,155608
Sunnyvale,California,37.3836,-122.0255,155550
Fredericksburg,Virginia,38.2992,-77.4872,155414
Leesburg,Florida,28.7672,-81.8962,154301
Champaign,Illinois,40.1142,-88.2737,153278
Hollywood,Florida,26.0293,-80.1679,152597
Pasadena,Texas,29.6575,-95.1498,151964
Pomona,California,34.0585,-117.7626,151592
Escondido,California,33.1348,-117.0723,151443
Joliet,Illinois,41.5188,-88.1499,150323
Lake Charles,Louisiana,30.201,-93.2111,150036
Mesquite,Texas,32.7602,-96.5865,149848
Mauldin,South Carolina,34.7821,-82.3032,149687
Panama City,Florida,30.1995,-85.6003,149366
Bellevue,Washington,47.5951,-122.1535,149365
Naperville,Illinois,41.748,-88.1659,149013
Harlingen,Texas,26.1916,-97.6977,148545
Tuscaloosa,Alabama,33.2348,-87.5268,148523
Elkhart,Indiana,41.6916,-85.9627,147679
Torrance,California,33.8346,-118.3416,147156
Binghamton,New York,42.1014,-75.9093,146870
Houma,Louisiana,29.58,-90.7059,146665
Topeka,Kansas,39.0346,-95.6955,146473
Roseville,California,38.7703,-121.3196,145687
Fairfield,California,38.2583,-122.0335,145163
Tyler,Texas,32.3184,-95.3062,143895
Fullerton,California,33.8841,-117.9279,142964
Pueblo,Colorado,38.2701,-104.6114,142727
Athens,Georgia,33.9508,-83.3689,142277
Santa Maria,California,34.9333,-120.4431,142230
Surprise,Arizona,33.6815,-112.4515,141875
Charleston,West Virginia,38.3484,-81.6322,141640
Las Cruces,New Mexico,32.3265,-106.7893,141399
Metairie,Louisiana,29.9977,-90.178,140590
Thornton,Colorado,39.9197,-104.9438,140538
Olathe,Kansas,38.8833,-94.82,140339
Carolina,Puerto Rico,18.4054,-65.9792,139735
Gainesville,Georgia,34.2902,-83.8294,139507
West Valley City,Utah,40.6886,-112.0123,139361
Orange,California,33.8038,-117.8218,139195
Warren,Michigan,42.4934,-83.027,138996
Pasadena,California,34.1597,-118.139,138771
Beaumont,Texas,30.0849,-94.1451,137549
Burlington,North Carolina,36.076,-79.4685,137096
Hampton,Virginia,37.0551,-76.363,136748
Columbia,Missouri,38.9472,-92.3268,136736
Yuma,Arizona,32.5995,-114.5491,135933
Elizabeth,New Jersey,40.6658,-74.1913,135772
Racine,Wisconsin,42.7274,-87.8135,135352
Greeley,Colorado,40.4152,-104.7706,135270
Kent,Washington,47.3887,-122.2128,134890
Stamford,Connecticut,41.1039,-73.5585,134820
Odessa,Texas,31.8801,-102.3448,134793
Bloomington,Illinois,40.4757,-88.9703,134357
Miramar,Florida,25.9773,-80.3351,134306
Grand Junction,Colorado,39.0877,-108.5673,134074
Sterling Heights,Michigan,42.5809,-83.0305,134062
Coral Springs,Florida,26.2702,-80.2591,133693
Johnson City,Tennessee,36.3406,-82.3806,131902
Carrollton,Texas,32.989,-96.8999,131388
Midland,Texas,32.0243,-102.1147,130765
Yakima,Washington,46.5923,-120.5496,130440
Bellingham,Washington,48.7548,-122.469,129601
Yuba City,California,39.1357,-121.6383,129536
South Lyon,Michigan,42.4614,-83.6526,128071
Santa Clara,California,37.3646,-121.968,127922
St. George,Utah,37.0758,-113.5752,127890
Fort Smith,Arkansas,35.3495,-94.3695,127699
Simi Valley,California,34.2663,-118.749,127158
Dover,Delaware,39.161,-75.5202,125931
Norman,Oklahoma,35.2335,-97.3471,125745
Abilene,Texas,32.4543,-99.7384,125474
Billings,Montana,45.7891,-108.5526,124973
Ponce,Puerto Rico,18.0127,-66.6212,124719
Lehigh Acres,Florida,26.612,-81.6388,123751
St. Cloud,Minnesota,45.534,-94.1718,123569
Arecibo,Puerto Rico,18.4491,-66.7387,123499
Kenosha,Wisconsin,42.5865,-87.8773,123061
Greenville,North Carolina,35.5943,-77.376,122921
Arvada,Colorado,39.832,-105.151,122903
Pearland,Texas,29.5581,-95.3218,122609
Independence,Missouri,39.0871,-94.3501,122230
Texas City,Texas,29.4154,-94.9682,122017
Redding,California,40.5698,-122.365,121498
Lynchburg,Virginia,37.4003,-79.1909,120877
Boulder,Colorado,40.0248,-105.2524,120818
Iowa City,Iowa,41.6559,-91.5303,120015
Rochester,Minnesota,44.0154,-92.478,119732
Berkeley,California,37.8722,-122.276,119607
Waldorf,Maryland,38.6085,-76.9194,119442
The Villages,Florida,28.9034,-81.9887,119296
Duluth,Minnesota,46.7756,-92.1393,118975
East Los Angeles,California,34.0326,-118.1691,118964
Saginaw,Michigan,43.4199,-83.9501,118845
Clovis,California,36.8278,-119.683,118488
Leominster,Massachusetts,42.5209,-71.7717,118190
Round Rock,Texas,30.527,-97.6642,117735
Monroe,Louisiana,32.5185,-92.0774,117197
Cambridge,Massachusetts,42.3759,-71.1185,116892
Clearwater,Florida,27.979,-82.7623,116616
Seaside,California,36.6224,-121.8199,116189
West Jordan,Utah,40.6024,-112.0008,116045
Richardson,Texas,32.9716,-96.7093,115904
West Palm Beach,Florida,26.7469,-80.132,115877
Temple,Texas,31.1068,-97.3891,115809
Burlington,Vermont,44.4876,-73.2316,115682
Richmond,California,37.9477,-122.3389,115677
Westminster,Colorado,39.8837,-105.0624,115535
Pottstown,Pennsylvania,40.2508,-75.6445,115413
Brandon,Florida,27.9367,-82.3,115330
Rock Hill,South Carolina,34.9415,-81.0241,115292
Meridian,Idaho,43.6116,-116.3977,115227
Coeur d'Alene,Idaho,47.704,-116.7936,114880
Carlsbad,California,33.1246,-117.2834,114858
Lowell,Massachusetts,42.6389,-71.3217,114804
Waterloo,Iowa,42.4918,-92.3522,114594
North Charleston,South Carolina,32.9067,-80.0722,114542
Gilroy,California,37.0046,-121.5854,114461
Downey,California,33.9379,-118.1311,114293
Gresham,Oregon,45.5021,-122.4413,114164
Elgin,Illinois,42.0383,-88.324,114156
Utica,New York,43.0962,-75.2261,112948
Broken Arrow,Oklahoma,36.038,-95.7806,112751
Costa Mesa,California,33.6667,-117.9135,112148
Chico,California,39.7578,-121.8161,112132
Sioux City,Iowa,42.4959,-96.3901,111924
League City,Texas,29.4874,-95.1087,111847
Miami Gardens,Florida,25.9433,-80.2426,111706
Pompano Beach,Florida,26.2428,-80.1312,111423
San Buenaventura,California,34.2741,-119.2314,110572
Everett,Washington,47.9525,-122.1669,110438
El Centro,California,32.7865,-115.5595,110434
Sugar Land,Texas,29.5935,-95.6358,110272
El Monte,California,34.0739,-118.0291,110144
Lewisville,Texas,33.0454,-96.9815,110077
West Covina,California,34.0555,-117.9113,109396
Temecula,California,33.4928,-117.1315,109376
Bend,Oregon,44.0563,-121.3095,109224
Salisbury,Maryland,38.3756,-75.5865,108982
Jacksonville,North Carolina,34.7289,-77.3941,108549
Inglewood,California,33.9566,-118.3444,108206
Dearborn,Michigan,42.3127,-83.213,107985
Centennial,Colorado,39.5926,-104.8673,107972
Burbank,California,34.1879,-118.3235,107364
Sparks,Nevada,39.5736,-119.7161,106900
Sandy Springs,Georgia,33.9366,-84.3703,106605
Bloomington,Indiana,39.1637,-86.5257,106327
Logan,Utah,41.7399,-111.8422,106319
Kailua,Hawaii,21.392,-157.7396,106260
El Cajon,California,32.8017,-116.9604,106043
Hillsboro,Oregon,45.5273,-122.936,105909
South Fulton,Georgia,33.6273,-84.58,105551
Renton,Washington,47.4784,-122.1918,105313
Mandeville,Louisiana,30.3751,-90.0904,105097
San Mateo,California,37.5522,-122.3121,105087
Columbia,Maryland,39.2004,-76.859,105086
Daly City,California,37.6862,-122.4685,104914
Davie,Florida,26.0789,-80.287,104782
Jurupa Valley,California,34.001,-117.4706,104684
Brockton,Massachusetts,42.0821,-71.0242,104216
Longmont,Colorado,40.1686,-105.1005,104035
Rialto,California,34.1175,-117.3892,103799
San German,Puerto Rico,18.0827,-67.046,103747
Eau Claire,Wisconsin,44.8197,-91.4948,103586
Turlock,California,37.5053,-120.8588,103359
Norwalk,California,33.9069,-118.0829,103330
Highlands Ranch,Colorado,39.5419,-104.9708,103238
Allen,Texas,33.1088,-96.6735,102778
Wichita Falls,Texas,33.9072,-98.5291,102563
Rio Rancho,New Mexico,35.2873,-106.6982,102403
Vacaville,California,38.3587,-121.9673,102256
Spokane Valley,Washington,47.6626,-117.2346,102178
Charlottesville,Virginia,38.0375,-78.4855,102164
Idaho Falls,Idaho,43.4871,-112.0362,101326
Menifee,California,33.6909,-117.1849,101089
Lee's Summit,Missouri,38.9171,-94.3816,100772
Quincy,Massachusetts,42.2506,-71.0187,100544
San Angelo,Texas,31.4424,-100.4504,100330
Lynn,Massachusetts,42.4781,-70.9664,100233
Holland,Michigan,42.7677,-86.0984,100202
Federal Way,Washington,47.3091,-122.3358,99792
Manteca,California,37.7927,-121.2264,99764
Lafayette,Colorado,39.9946,-105.0998,99475
Santa Fe,New Mexico,35.6619,-105.9819,99439
Hesperia,California,34.3975,-117.3147,99287
La Crosse,Wisconsin,43.8241,-91.2268,99227
Riverview,Florida,27.8227,-82.3023,98928
Kingsport,Tennessee,36.5224,-82.5454,98767
Edinburg,Texas,26.3196,-98.1597,98759
Vista,California,33.1896,-117.2386,98651
Bowling Green,Kentucky,36.9716,-86.4378,98537
Carmel,Indiana,39.965,-86.146,98137
Longview,Texas,32.5193,-94.7622,98075
Tracy,California,37.7269,-121.4523,98022
Prescott Valley,Arizona,34.598,-112.3185,97901
Beaverton,Oregon,45.4779,-122.8168,97466
Portsmouth,New Hampshire,43.058,-70.7826,97455
Portsmouth,Virginia,36.8468,-76.354,97454
Fishers,Indiana,39.9588,-85.9659,97154
Orem,Utah,40.2981,-111.6994,96734
Sandy,Utah,40.5709,-111.8506,96272
Sunrise,Florida,26.1547,-80.2997,96220
San Tan Valley,Arizona,33.1786,-111.5629,96127
Compton,California,33.893,-118.2274,96083
Arden-Arcade,California,38.6017,-121.3845,95909
Hanford,California,36.3274,-119.6549,95459
Boca Raton,Florida,26.3752,-80.108,95347
Middletown,Ohio,39.5033,-84.3659,95296
Livonia,Michigan,42.3972,-83.3733,95294
Carson,California,33.8374,-118.2559,95104
Lawrence,Kansas,38.9597,-95.2642,94745
Slidell,Louisiana,30.2887,-89.7828,94498
Blacksburg,Virginia,37.23,-80.4279,94398
San Marcos,California,33.135,-117.1743,94313
Goodyear,Arizona,33.2614,-112.3622,93651
Edmond,Oklahoma,35.6689,-97.416,93522
Mayaguez,Puerto Rico,18.2003,-67.1397,93426
Fall River,Massachusetts,41.7136,-71.1015,93339
South Gate,California,33.9447,-118.1926,93308
Suffolk,Virginia,36.6953,-76.6398,93268
Terre Haute,Indiana,39.466,-87.3751,93247
Missoula,Montana,46.8751,-114.0214,92863
Santa Monica,California,34.0235,-118.481,92828
Roswell,Georgia,34.0391,-84.3513,92688
Vineland,New Jersey,39.4653,-74.9981,92364
Plantation,Florida,26.1259,-80.2617,92212
Alafaya,Florida,28.528,-81.1868,92080
Kirkland,Washington,47.697,-122.2057,91656
Hoover,Alabama,33.3763,-86.8068,91371
Westminster,California,33.7523,-117.9938,91267
Lawton,Oklahoma,34.6175,-98.4202,91247
San Leandro,California,37.7074,-122.1599,91176
Auburn,Alabama,32.6087,-85.4903,91047
Norwalk,Connecticut,41.1144,-73.4215,90821
O'Fallon,Missouri,38.785,-90.7175,90802
Chino,California,33.9836,-117.6654,90279
Germantown,Maryland,39.1755,-77.2643,90235
Dover,New Hampshire,43.1887,-70.8845,89874
Bismarck,North Dakota,46.8143,-100.7694,89825
Waukegan,Illinois,42.3698,-87.8716,89751
Buckeye,Arizona,33.4314,-112.6429,89711
Town 'n' Country,Florida,28.0106,-82.5763,89679
Clifton,New Jersey,40.863,-74.1575,89460
Bloomington,Minnesota,44.8306,-93.3151,89436
Mount Pleasant,South Carolina,32.8537,-79.8203,88900
Florence,South Carolina,34.178,-79.7898,88709
Newton,Massachusetts,42.3316,-71.2085,88647
State College,Pennsylvania,40.7909,-77.8567,88526
Livermore,California,37.6868,-121.7607,88403
Rapid City,South Dakota,44.0716,-103.2204,88076
Decatur,Illinois,39.8557,-88.9342,88002
Dalton,Georgia,34.769,-84.972,87944
Conroe,Texas,30.3238,-95.4824,87930
Hawthorne,California,33.9147,-118.3476,87863
Lawrence,Massachusetts,42.7002,-71.1626,87798
New Braunfels,Texas,29.6994,-98.1148,87549
Citrus Heights,California,38.6948,-121.288,87521
Jackson,Michigan,42.2431,-84.4038,87230
Whittier,California,33.9678,-118.0188,87184
Muncie,Indiana,40.1989,-85.395,87037
Troy,Michigan,42.5817,-83.1457,86912
Homosassa Springs,Florida,28.8119,-82.5392,86578
Port Huron,Michigan,42.9821,-82.4388,86440
Napa,California,38.2975,-122.301,86130
Deerfield Beach,Florida,26.305,-80.1277,86062
Springdale,Arkansas,36.1901,-94.1574,85887
Newport Beach,California,33.6151,-117.8668,85806
Anderson,Indiana,40.0891,-85.6892,85700
San Ramon,California,37.7624,-121.9365,85688
Lake Forest,California,33.6605,-117.6714,85516
Mission,Texas,26.2039,-98.3256,85311
Auburn,Washington,47.3039,-122.2108,85306
Brooklyn Park,Minnesota,45.1112,-93.3505,85247
Bryan,Texas,30.665,-96.3807,85204
Springfield,Ohio,39.93,-83.7959,85121
Hattiesburg,Mississippi,31.3074,-89.317,85086
Westland,Michigan,42.3192,-83.3805,84961
Cicero,Illinois,41.8445,-87.7593,84905
Albany,Georgia,31.5776,-84.1762,84901
Fort Myers,Florida,26.6194,-81.8302,84694
Pine Hills,Florida,28.5818,-81.4692,84289
Atascocita,Texas,29.9777,-95.1953,84222
Buena Park,California,33.8572,-118.0046,83974
Redwood City,California,37.5025,-122.2253,83905
Farmington Hills,Michigan,42.486,-83.3771,83749
Alton,Illinois,38.9037,-90.152,83705
Melbourne,Florida,28.1086,-80.6627,83500
Miami Beach,Florida,25.8171,-80.1396,83469
